pattern,condition,system,beta,turn,candidate,weight,distance_to_w_star,operator,target
P1-n4,D-dependent,coupled,0.3,24,0,0.8272269009237512,0.49445380184750237,sigma,0
P1-n4,D-dependent,coupled,0.3,24,1,0.16617704662949934,0.49445380184750237,sigma,0
P1-n4,D-dependent,coupled,0.3,24,2,0.002680203853467769,0.49445380184750237,sigma,0
P1-n4,D-dependent,coupled,0.3,24,3,0.003915848593281714,0.49445380184750237,sigma,0
P1-n4,D-dependent,coupled,0.5,1,0,0.3300000000000001,0.4999999999999998,sigma,0
P1-n4,D-dependent,coupled,0.5,1,1,0.2418961038961039,0.4999999999999998,sigma,0
P1-n4,D-dependent,coupled,0.5,1,2,0.2018701298701298,0.4999999999999998,sigma,0
P1-n4,D-dependent,coupled,0.5,1,3,0.2262337662337662,0.4999999999999998,sigma,0
P1-n4,D-dependent,coupled,0.5,2,0,0.2963040357846247,0.5673919284307505,sigma,1
P1-n4,D-dependent,coupled,0.5,2,1,0.3218961038961039,0.5673919284307505,sigma,1
P1-n4,D-dependent,coupled,0.5,2,2,0.2003277858436919,0.5673919284307505,sigma,1
P1-n4,D-dependent,coupled,0.5,2,3,0.18147207447557942,0.5673919284307505,sigma,1
P1-n4,D-dependent,coupled,0.5,3,0,0.3019038670752362,0.5561922658495276,delta,3
P1-n4,D-dependent,coupled,0.5,3,1,0.38246144106610747,0.5561922658495276,delta,3
P1-n4,D-dependent,coupled,0.5,3,2,0.214162617383077,0.5561922658495276,delta,3
P1-n4,D-dependent,coupled,0.5,3,3,0.10147207447557942,0.5561922658495276,delta,3
P1-n4,D-dependent,coupled,0.5,4,0,0.3819038670752362,0.3961922658495275,sigma,0
P1-n4,D-dependent,coupled,0.5,4,1,0.3533017625430771,0.3961922658495275,sigma,0
P1-n4,D-dependent,coupled,0.5,4,2,0.16884557605824513,0.3961922658495275,sigma,0
P1-n4,D-dependent,coupled,0.5,4,3,0.09594879432344153,0.3961922658495275,sigma,0
P1-n4,D-dependent,coupled,0.5,5,0,0.44920445094333966,0.3238999459968302,delta,2
P1-n4,D-dependent,coupled,0.5,5,1,0.3856243773757526,0.3238999459968302,delta,2
P1-n4,D-dependent,coupled,0.5,5,2,0.08884557605824524,0.3238999459968302,delta,2
P1-n4,D-dependent,coupled,0.5,5,3,0.07632559562266253,0.3238999459968302,delta,2
P1-n4,D-dependent,coupled,0.5,6,0,0.5292044509433397,0.2247233967666653,sigma,0
P1-n4,D-dependent,coupled,0.5,6,1,0.34115983590213045,0.2247233967666653,sigma,0
P1-n4,D-dependent,coupled,0.5,6,2,0.05843385067332763,0.2247233967666653,sigma,0
P1-n4,D-dependent,coupled,0.5,6,3,0.07120186248120221,0.2247233967666653,sigma,0
P1-n4,D-dependent,coupled,0.5,7,0,0.459774199249275,0.3623196718042609,sigma,1
P1-n4,D-dependent,coupled,0.5,7,1,0.42115983590213046,0.3623196718042609,sigma,1
P1-n4,D-dependent,coupled,0.5,7,2,0.0737012730733867,0.3623196718042609,sigma,1
P1-n4,D-dependent,coupled,0.5,7,3,0.045364691775207855,0.3623196718042609,sigma,1
P1-n4,D-dependent,coupled,0.5,8,0,0.4705810510033052,0.4345951506037843,delta,3
P1-n4,D-dependent,coupled,0.5,8,1,0.45729757530189213,0.4345951506037843,delta,3
P1-n4,D-dependent,coupled,0.5,8,2,0.0721203736948026,0.4345951506037843,delta,3
P1-n4,D-dependent,coupled,0.5,8,3,1e-06,0.4345951506037843,delta,3
P1-n4,D-dependent,coupled,0.5,9,0,0.5505810510033052,0.31393667306561274,sigma,0
P1-n4,D-dependent,coupled,0.5,9,1,0.3969683365328064,0.31393667306561274,sigma,0
P1-n4,D-dependent,coupled,0.5,9,2,0.04426989915372008,0.31393667306561274,sigma,0
P1-n4,D-dependent,coupled,0.5,9,3,0.00818071331016831,0.31393667306561274,sigma,0
P1-n4,D-dependent,coupled,0.5,10,0,0.5888176178657859,0.3599958991116202,delta,2
P1-n4,D-dependent,coupled,0.5,10,1,0.41118033169002416,0.3599958991116202,delta,2
P1-n4,D-dependent,coupled,0.5,10,2,1e-06,0.3599958991116202,delta,2
P1-n4,D-dependent,coupled,0.5,10,3,1.050444189883475e-06,0.3599958991116202,delta,2
P1-n4,D-dependent,coupled,0.5,11,0,0.6688176178657859,0.3452509669831903,sigma,0
P1-n4,D-dependent,coupled,0.5,11,1,0.32380786562580927,0.3452509669831903,sigma,0
P1-n4,D-dependent,coupled,0.5,11,2,7.373004714936884e-07,0.3452509669831903,sigma,0
P1-n4,D-dependent,coupled,0.5,11,3,0.00737377920793336,0.3452509669831903,sigma,0
P1-n4,D-dependent,coupled,0.5,12,0,0.5725730647981649,0.3276157312516185,sigma,1
P1-n4,D-dependent,coupled,0.5,12,1,0.4038078656258093,0.3276157312516185,sigma,1
P1-n4,D-dependent,coupled,0.5,12,2,0.02361822609016191,0.3276157312516185,sigma,1
P1-n4,D-dependent,coupled,0.5,12,3,8.434858638441712e-07,0.3276157312516185,sigma,1
P1-n4,D-dependent,coupled,0.5,13,0,0.5725730075582885,0.3276155028160458,delta,3
P1-n4,D-dependent,coupled,0.5,13,1,0.40380775140802294,0.3276155028160458,delta,3
P1-n4,D-dependent,coupled,0.5,13,2,0.023618241033688567,0.3276155028160458,delta,3
P1-n4,D-dependent,coupled,0.5,13,3,1e-06,0.3276155028160458,delta,3
P1-n4,D-dependent,coupled,0.5,14,0,0.6525730075582885,0.3357433233657063,sigma,0
P1-n4,D-dependent,coupled,0.5,14,1,0.3352986541245646,0.3357433233657063,sigma,0
P1-n4,D-dependent,coupled,0.5,14,2,0.004362563318978395,0.3357433233657063,sigma,0
P1-n4,D-dependent,coupled,0.5,14,3,0.007765774998168467,0.3357433233657063,sigma,0
P1-n4,D-dependent,coupled,0.5,15,0,0.6571370439206258,0.3474511393495662,delta,2
P1-n4,D-dependent,coupled,0.5,15,1,0.33658852575415726,0.3474511393495662,delta,2
P1-n4,D-dependent,coupled,0.5,15,2,1.0000000001110223e-06,0.3474511393495662,delta,2
P1-n4,D-dependent,coupled,0.5,15,3,0.0062734303252168075,0.3474511393495662,delta,2
P1-n4,D-dependent,coupled,0.5,16,0,0.7371370439206257,0.33753551614558835,sigma,0
P1-n4,D-dependent,coupled,0.5,16,1,0.2516307141521684,0.33753551614558835,sigma,0
P1-n4,D-dependent,coupled,0.5,16,2,6.901772721225009e-07,0.33753551614558835,sigma,0
P1-n4,D-dependent,coupled,0.5,16,3,0.011231551749933717,0.33753551614558835,sigma,0
P1-n4,D-dependent,coupled,0.5,17,0,0.6442246149095426,0.31171065812342214,sigma,1
P1-n4,D-dependent,coupled,0.5,17,1,0.33163071415216844,0.31171065812342214,sigma,1
P1-n4,D-dependent,coupled,0.5,17,2,0.02414380868066146,0.31171065812342214,sigma,1
P1-n4,D-dependent,coupled,0.5,17,3,8.6225762750158e-07,0.31171065812342214,sigma,1
P1-n4,D-dependent,coupled,0.5,18,0,0.6442245521979892,0.3117103565171605,delta,3
P1-n4,D-dependent,coupled,0.5,18,1,0.33163062606059096,0.3117103565171605,delta,3
P1-n4,D-dependent,coupled,0.5,18,2,0.024143821741419755,0.3117103565171605,delta,3
P1-n4,D-dependent,coupled,0.5,18,3,1e-06,0.3117103565171605,delta,3
P1-n4,D-dependent,coupled,0.5,19,0,0.7242245521979892,0.33630315939231065,sigma,0
P1-n4,D-dependent,coupled,0.5,19,1,0.2639270274981661,0.33630315939231065,sigma,0
P1-n4,D-dependent,coupled,0.5,19,2,0.004508850170670196,0.33630315939231065,sigma,0
P1-n4,D-dependent,coupled,0.5,19,3,0.007339570133174494,0.33630315939231065,sigma,0
P1-n4,D-dependent,coupled,0.5,20,0,0.729348565163575,0.34840905324329974,delta,2
P1-n4,D-dependent,coupled,0.5,20,1,0.2648559614580748,0.34840905324329974,delta,2
P1-n4,D-dependent,coupled,0.5,20,2,1e-06,0.34840905324329974,delta,2
P1-n4,D-dependent,coupled,0.5,20,3,0.005794473378350155,0.34840905324329974,delta,2
P1-n4,D-dependent,coupled,0.5,21,0,0.809348565163575,0.45869713032715004,sigma,0
P1-n4,D-dependent,coupled,0.5,21,1,0.1808947017595191,0.45869713032715004,sigma,0
P1-n4,D-dependent,coupled,0.5,21,2,6.176917173168626e-07,0.45869713032715004,sigma,0
P1-n4,D-dependent,coupled,0.5,21,3,0.009756115385188571,0.45869713032715004,sigma,0
P1-n4,D-dependent,coupled,0.5,22,0,0.7146807516787353,0.311150906876509,sigma,1
P1-n4,D-dependent,coupled,0.5,22,1,0.2608947017595191,0.311150906876509,sigma,1
P1-n4,D-dependent,coupled,0.5,22,2,0.024423674306905424,0.311150906876509,sigma,1
P1-n4,D-dependent,coupled,0.5,22,3,8.722548400826897e-07,0.311150906876509,sigma,1
P1-n4,D-dependent,coupled,0.5,23,0,0.7146806822681796,0.31115062724992615,delta,3
P1-n4,D-dependent,coupled,0.5,23,1,0.2608946313567835,0.31115062724992615,delta,3
P1-n4,D-dependent,coupled,0.5,23,2,0.024423686375036863,0.31115062724992615,delta,3
P1-n4,D-dependent,coupled,0.5,23,3,1.0000000001110223e-06,0.31115062724992615,delta,3
P1-n4,D-dependent,coupled,0.5,24,0,0.7946806822681796,0.42936136453635915,sigma,0
P1-n4,D-dependent,coupled,0.5,24,1,0.19427414238708904,0.42936136453635915,sigma,0
P1-n4,D-dependent,coupled,0.5,24,2,0.004319762383997705,0.42936136453635915,sigma,0
P1-n4,D-dependent,coupled,0.5,24,3,0.006725412960733707,0.42936136453635915,sigma,0
P1-n4,D-independent,uncoupled,0.0,1,0,0.3300000000000001,0.5333333333333331,sigma,0
P1-n4,D-independent,uncoupled,0.0,1,1,0.2233333333333333,0.5333333333333331,sigma,0
P1-n4,D-independent,uncoupled,0.0,1,2,0.2233333333333333,0.5333333333333331,sigma,0
P1-n4,D-independent,uncoupled,0.0,1,3,0.2233333333333333,0.5333333333333331,sigma,0
P1-n4,D-independent,uncoupled,0.0,2,0,0.29600858369098726,0.5679828326180255,sigma,1
P1-n4,D-independent,uncoupled,0.0,2,1,0.3033333333333333,0.5679828326180255,sigma,1
P1-n4,D-independent,uncoupled,0.0,2,2,0.20032904148783975,0.5679828326180255,sigma,1
P1-n4,D-independent,uncoupled,0.0,2,3,0.20032904148783975,0.5679828326180255,sigma,1
P1-n4,D-independent,uncoupled,0.0,3,0,0.3256216219577994,0.5087567560844012,delta,3
P1-n4,D-independent,uncoupled,0.0,3,1,0.3336791479566583,0.5087567560844012,delta,3
P1-n4,D-independent,uncoupled,0.0,3,2,0.22037018859770255,0.5087567560844012,delta,3
P1-n4,D-independent,uncoupled,0.0,3,3,0.12032904148783975,0.5087567560844012,delta,3
P1-n4,D-independent,uncoupled,0.0,4,0,0.40562162195779944,0.3487567560844011,sigma,0
P1-n4,D-independent,uncoupled,0.0,4,1,0.2940955362844848,0.3487567560844011,sigma,0
P1-n4,D-independent,uncoupled,0.0,4,2,0.19422816557051556,0.3487567560844011,sigma,0
P1-n4,D-independent,uncoupled,0.0,4,3,0.10605467618720017,0.3487567560844011,sigma,0
P1-n4,D-independent,uncoupled,0.0,5,0,0.44589323281597687,0.27975720322701514,delta,2
P1-n4,D-independent,uncoupled,0.0,5,1,0.3232944259669682,0.27975720322701514,delta,2
P1-n4,D-independent,uncoupled,0.0,5,2,0.11422816557051556,0.27975720322701514,delta,2
P1-n4,D-independent,uncoupled,0.0,5,3,0.11658417564653938,0.27975720322701514,delta,2
P1-n4,D-independent,uncoupled,0.0,6,0,0.5258932328159769,0.15274093050427592,sigma,0
P1-n4,D-independent,uncoupled,0.0,6,1,0.27661830575137086,0.15274093050427592,sigma,0
P1-n4,D-independent,uncoupled,0.0,6,2,0.09773630193188511,0.15274093050427592,sigma,0
P1-n4,D-independent,uncoupled,0.0,6,3,0.09975215950076709,0.15274093050427592,sigma,0
P1-n4,D-independent,uncoupled,0.0,7,0,0.4677338144068929,0.29067741182939344,sigma,1
P1-n4,D-independent,uncoupled,0.0,7,1,0.3566183057513709,0.29067741182939344,sigma,1
P1-n4,D-independent,uncoupled,0.0,7,2,0.08692747967841043,0.29067741182939344,sigma,1
P1-n4,D-independent,uncoupled,0.0,7,3,0.08872040016332587,0.29067741182939344,sigma,1
P1-n4,D-independent,uncoupled,0.0,8,0,0.5087955315343891,0.29585068618459104,delta,3
P1-n4,D-independent,uncoupled,0.0,8,1,0.38792534309229554,0.29585068618459104,delta,3
P1-n4,D-independent,uncoupled,0.0,8,2,0.09455872520998955,0.29585068618459104,delta,3
P1-n4,D-independent,uncoupled,0.0,8,3,0.00872040016332587,0.29585068618459104,delta,3
P1-n4,D-independent,uncoupled,0.0,9,0,0.588795531534389,0.18708285213532996,sigma,0
P1-n4,D-independent,uncoupled,0.0,9,1,0.32474589453327596,0.18708285213532996,sigma,0
P1-n4,D-independent,uncoupled,0.0,9,2,0.07915842146187989,0.18708285213532996,sigma,0
P1-n4,D-independent,uncoupled,0.0,9,3,0.0073001524704551565,0.18708285213532996,sigma,0
P1-n4,D-independent,uncoupled,0.0,10,0,0.6394095971139765,0.34414262304820775,delta,2
P1-n4,D-independent,uncoupled,0.0,10,1,0.3526617144101274,0.34414262304820775,delta,2
P1-n4,D-independent,uncoupled,0.0,10,2,1e-06,0.34414262304820775,delta,2
P1-n4,D-independent,uncoupled,0.0,10,3,0.007927688475896163,0.34414262304820775,delta,2
P1-n4,D-independent,uncoupled,0.0,11,0,0.7194095971139765,0.3476607148942194,sigma,0
P1-n4,D-independent,uncoupled,0.0,11,1,0.27442076033313323,0.3476607148942194,sigma,0
P1-n4,D-independent,uncoupled,0.0,11,2,7.781416272876051e-07,0.3476607148942194,sigma,0
P1-n4,D-independent,uncoupled,0.0,11,3,0.0061688644112630345,0.3476607148942194,sigma,0
P1-n4,D-independent,uncoupled,0.0,12,0,0.6400898417754111,0.3490212042170888,sigma,1
P1-n4,D-independent,uncoupled,0.0,12,1,0.35442076033313336,0.3490212042170888,sigma,1
P1-n4,D-independent,uncoupled,0.0,12,2,6.923462698961921e-07,0.3490212042170888,sigma,1
P1-n4,D-independent,uncoupled,0.0,12,3,0.005488705545185738,0.3490212042170888,sigma,1
P1-n4,D-independent,uncoupled,0.0,13,0,0.6436218525164791,0.3599966076667374,delta,3
P1-n4,D-independent,uncoupled,0.0,13,1,0.3563764513168896,0.3599966076667374,delta,3
P1-n4,D-independent,uncoupled,0.0,13,2,6.961666311989571e-07,0.3599966076667374,delta,3
P1-n4,D-independent,uncoupled,0.0,13,3,1.0000000001110223e-06,0.3599966076667374,delta,3
P1-n4,D-independent,uncoupled,0.0,14,0,0.723621852516479,0.35999736917993047,sigma,0
P1-n4,D-independent,uncoupled,0.0,14,1,0.2763768320734862,0.35999736917993047,sigma,0
P1-n4,D-independent,uncoupled,0.0,14,2,5.398906897890203e-07,0.35999736917993047,sigma,0
P1-n4,D-independent,uncoupled,0.0,14,3,7.755193450153532e-07,0.35999736917993047,sigma,0
P1-n4,D-independent,uncoupled,0.0,15,0,0.723621519571148,0.359996448962024,delta,2
P1-n4,D-independent,uncoupled,0.0,15,1,0.276376704909864,0.359996448962024,delta,2
P1-n4,D-independent,uncoupled,0.0,15,2,9.999999997779553e-07,0.359996448962024,delta,2
P1-n4,D-independent,uncoupled,0.0,15,3,7.755189881914898e-07,0.359996448962024,delta,2
P1-n4,D-independent,uncoupled,0.0,16,0,0.8036215195711479,0.44724303914229585,sigma,0
P1-n4,D-independent,uncoupled,0.0,16,1,0.19637721884828227,0.44724303914229585,sigma,0
P1-n4,D-independent,uncoupled,0.0,16,2,7.105418630297483e-07,0.44724303914229585,sigma,0
P1-n4,D-independent,uncoupled,0.0,16,3,5.510387068068817e-07,0.44724303914229585,sigma,0
P1-n4,D-independent,uncoupled,0.0,17,0,0.7236216451604767,0.3599977280175178,sigma,1
P1-n4,D-independent,uncoupled,0.0,17,1,0.27637721884828226,0.3599977280175178,sigma,1
P1-n4,D-independent,uncoupled,0.0,17,2,6.39807993388927e-07,0.3599977280175178,sigma,1
P1-n4,D-independent,uncoupled,0.0,17,3,4.961832477799829e-07,0.3599977280175178,sigma,1
P1-n4,D-independent,uncoupled,0.0,18,0,0.7236212805875886,0.3599967203846579,delta,3
P1-n4,D-independent,uncoupled,0.0,18,1,0.27637707960474034,0.3599967203846579,delta,3
P1-n4,D-independent,uncoupled,0.0,18,2,6.398076710427817e-07,0.3599967203846579,delta,3
P1-n4,D-independent,uncoupled,0.0,18,3,1e-06,0.3599967203846579,delta,3
P1-n4,D-independent,uncoupled,0.0,19,0,0.8036212805875885,0.4472425611751771,sigma,0
P1-n4,D-independent,uncoupled,0.0,19,1,0.1963775542600032,0.4472425611751771,sigma,0
P1-n4,D-independent,uncoupled,0.0,19,2,4.5461029480396585e-07,0.4472425611751771,sigma,0
P1-n4,D-independent,uncoupled,0.0,19,3,7.105421134807989e-07,0.4472425611751771,sigma,0
P1-n4,D-independent,uncoupled,0.0,20,0,0.8036208423006159,0.4472416846012319,delta,2
P1-n4,D-independent,uncoupled,0.0,20,1,0.19637744715765806,0.4472416846012319,delta,2
P1-n4,D-independent,uncoupled,0.0,20,2,1e-06,0.4472416846012319,delta,2
P1-n4,D-independent,uncoupled,0.0,20,3,7.105417259582689e-07,0.4472416846012319,delta,2
P1-n4,D-independent,uncoupled,0.0,21,0,0.8836208423006159,0.6072416846012317,sigma,0
P1-n4,D-independent,uncoupled,0.0,21,1,0.1163781439899477,0.6072416846012317,sigma,0
P1-n4,D-independent,uncoupled,0.0,21,2,5.92624793093046e-07,0.6072416846012317,sigma,0
P1-n4,D-independent,uncoupled,0.0,21,3,4.2108464332999495e-07,0.6072416846012317,sigma,0
P1-n4,D-independent,uncoupled,0.0,22,0,0.8036209340782857,0.4472418681565714,sigma,1
P1-n4,D-independent,uncoupled,0.0,22,1,0.19637814398994768,0.4472418681565714,sigma,1
P1-n4,D-independent,uncoupled,0.0,22,2,5.389706387452565e-07,0.4472418681565714,sigma,1
P1-n4,D-independent,uncoupled,0.0,22,3,3.8296112789488517e-07,0.4472418681565714,sigma,1
P1-n4,D-independent,uncoupled,0.0,23,0,0.803620438212741,0.44724087642548205,delta,3
P1-n4,D-independent,uncoupled,0.0,23,1,0.1963780228169528,0.44724087642548205,delta,3
P1-n4,D-independent,uncoupled,0.0,23,2,5.38970306179294e-07,0.44724087642548205,delta,3
P1-n4,D-independent,uncoupled,0.0,23,3,1e-06,0.44724087642548205,delta,3
P1-n4,D-independent,uncoupled,0.0,24,0,0.8836204382127409,0.6072408764254819,sigma,0
P1-n4,D-independent,uncoupled,0.0,24,1,0.11637864975400974,0.6072408764254819,sigma,0
P1-n4,D-independent,uncoupled,0.0,24,2,3.194076179752462e-07,0.6072408764254819,sigma,0
P1-n4,D-independent,uncoupled,0.0,24,3,5.926256313441357e-07,0.6072408764254819,sigma,0
P1-n4,D-independent,coupled,0.1,1,0,0.3300000000000001,0.5333333333333331,sigma,0
P1-n4,D-independent,coupled,0.1,1,1,0.2233333333333333,0.5333333333333331,sigma,0
P1-n4,D-independent,coupled,0.1,1,2,0.2233333333333333,0.5333333333333331,sigma,0
P1-n4,D-independent,coupled,0.1,1,3,0.2233333333333333,0.5333333333333331,sigma,0
P1-n4,D-independent,coupled,0.1,2,0,0.29600858369098726,0.5679828326180255,sigma,1
P1-n4,D-independent,coupled,0.1,2,1,0.3033333333333333,0.5679828326180255,sigma,1
P1-n4,D-independent,coupled,0.1,2,2,0.20032904148783975,0.5679828326180255,sigma,1
P1-n4,D-independent,coupled,0.1,2,3,0.20032904148783975,0.5679828326180255,sigma,1
P1-n4,D-independent,coupled,0.1,3,0,0.3256216219577994,0.5087567560844012,delta,3
P1-n4,D-independent,coupled,0.1,3,1,0.3336791479566583,0.5087567560844012,delta,3
P1-n4,D-independent,coupled,0.1,3,2,0.22037018859770255,0.5087567560844012,delta,3
P1-n4,D-independent,coupled,0.1,3,3,0.12032904148783975,0.5087567560844012,delta,3
P1-n4,D-independent,coupled,0.1,4,0,0.40562162195779944,0.3487567560844011,sigma,0
P1-n4,D-independent,coupled,0.1,4,1,0.2940955362844848,0.3487567560844011,sigma,0
P1-n4,D-independent,coupled,0.1,4,2,0.19422816557051556,0.3487567560844011,sigma,0
P1-n4,D-independent,coupled,0.1,4,3,0.10605467618720017,0.3487567560844011,sigma,0
P1-n4,D-independent,coupled,0.1,5,0,0.44589323281597687,0.27975720322701514,delta,2
P1-n4,D-independent,coupled,0.1,5,1,0.3232944259669682,0.27975720322701514,delta,2
P1-n4,D-independent,coupled,0.1,5,2,0.11422816557051556,0.27975720322701514,delta,2
P1-n4,D-independent,coupled,0.1,5,3,0.11658417564653938,0.27975720322701514,delta,2
P1-n4,D-independent,coupled,0.1,6,0,0.5258932328159769,0.15274093050427592,sigma,0
P1-n4,D-independent,coupled,0.1,6,1,0.27661830575137086,0.15274093050427592,sigma,0
P1-n4,D-independent,coupled,0.1,6,2,0.09773630193188511,0.15274093050427592,sigma,0
P1-n4,D-independent,coupled,0.1,6,3,0.09975215950076709,0.15274093050427592,sigma,0
P1-n4,D-independent,coupled,0.1,7,0,0.4677338144068929,0.29067741182939344,sigma,1
P1-n4,D-independent,coupled,0.1,7,1,0.3566183057513709,0.29067741182939344,sigma,1
P1-n4,D-independent,coupled,0.1,7,2,0.08692747967841043,0.29067741182939344,sigma,1
P1-n4,D-independent,coupled,0.1,7,3,0.08872040016332587,0.29067741182939344,sigma,1
P1-n4,D-independent,coupled,0.1,8,0,0.5087955315343891,0.29585068618459104,delta,3
P1-n4,D-independent,coupled,0.1,8,1,0.38792534309229554,0.29585068618459104,delta,3
P1-n4,D-independent,coupled,0.1,8,2,0.09455872520998955,0.29585068618459104,delta,3
P1-n4,D-independent,coupled,0.1,8,3,0.00872040016332587,0.29585068618459104,delta,3
P1-n4,D-independent,coupled,0.1,9,0,0.588795531534389,0.18708285213532996,sigma,0
P1-n4,D-independent,coupled,0.1,9,1,0.32474589453327596,0.18708285213532996,sigma,0
P1-n4,D-independent,coupled,0.1,9,2,0.07915842146187989,0.18708285213532996,sigma,0
P1-n4,D-independent,coupled,0.1,9,3,0.0073001524704551565,0.18708285213532996,sigma,0
P1-n4,D-independent,coupled,0.1,10,0,0.6394095971139765,0.34414262304820775,delta,2
P1-n4,D-independent,coupled,0.1,10,1,0.3526617144101274,0.34414262304820775,delta,2
P1-n4,D-independent,coupled,0.1,10,2,1e-06,0.34414262304820775,delta,2
P1-n4,D-independent,coupled,0.1,10,3,0.007927688475896163,0.34414262304820775,delta,2
P1-n4,D-independent,coupled,0.1,11,0,0.7194095971139765,0.3476607148942194,sigma,0
P1-n4,D-independent,coupled,0.1,11,1,0.27442076033313323,0.3476607148942194,sigma,0
P1-n4,D-independent,coupled,0.1,11,2,7.781416272876051e-07,0.3476607148942194,sigma,0
P1-n4,D-independent,coupled,0.1,11,3,0.0061688644112630345,0.3476607148942194,sigma,0
P1-n4,D-independent,coupled,0.1,12,0,0.6400898417754111,0.3490212042170888,sigma,1
P1-n4,D-independent,coupled,0.1,12,1,0.35442076033313336,0.3490212042170888,sigma,1
P1-n4,D-independent,coupled,0.1,12,2,6.923462698961921e-07,0.3490212042170888,sigma,1
P1-n4,D-independent,coupled,0.1,12,3,0.005488705545185738,0.3490212042170888,sigma,1
P1-n4,D-independent,coupled,0.1,13,0,0.6436218525164791,0.3599966076667374,delta,3
P1-n4,D-independent,coupled,0.1,13,1,0.3563764513168896,0.3599966076667374,delta,3
P1-n4,D-independent,coupled,0.1,13,2,6.961666311989571e-07,0.3599966076667374,delta,3
P1-n4,D-independent,coupled,0.1,13,3,1.0000000001110223e-06,0.3599966076667374,delta,3
P1-n4,D-independent,coupled,0.1,14,0,0.723621852516479,0.35999736917993047,sigma,0
P1-n4,D-independent,coupled,0.1,14,1,0.2763768320734862,0.35999736917993047,sigma,0
P1-n4,D-independent,coupled,0.1,14,2,5.398906897890203e-07,0.35999736917993047,sigma,0
P1-n4,D-independent,coupled,0.1,14,3,7.755193450153532e-07,0.35999736917993047,sigma,0
P1-n4,D-independent,coupled,0.1,15,0,0.723621519571148,0.359996448962024,delta,2
